PLAYER_NAME,position,team,rating
John Collins,"['F', 'C']",ATL,84
Nathan Knight,"['F', 'C']",ATL,70
Kris Dunn,['G'],ATL,76
Solomon Hill,['F'],ATL,70
De'Andre Hunter,"['F', 'G']",ATL,81
Clint Capela,['C'],ATL,86
Brandon Goodwin,['G'],ATL,70
Danilo Gallinari,['F'],ATL,79
Tony Snell,['G'],ATL,73
Skylar Mays,['G'],ATL,71
Lou Williams,['G'],ATL,80
Bogdan Bogdanovic,['G'],ATL,76
Kevin Huerter,"['G', 'F']",ATL,76
Onyeka Okongwu,"['F', 'C']",ATL,75
Bruno Fernando,"['F', 'C']",ATL,72
Cam Reddish,"['F', 'G']",ATL,74
Trae Young,['G'],ATL,87
James Harden,['G'],BKN,95
Alize Johnson,['F'],BKN,70
Joe Harris,"['G', 'F']",BKN,79
Timothe Luwawu-Cabarrot,"['G', 'F']",BKN,72
Jeff Green,['F'],BKN,76
Blake Griffin,['F'],BKN,78
Kevin Durant,['F'],BKN,96
Kyrie Irving,['G'],BKN,91
DeAndre Jordan,['C'],BKN,79
Tyler Johnson,['G'],BKN,72
Bruce Brown,"['G', 'F']",BKN,77
Chris Chiozza,['G'],BKN,72
Nicolas Claxton,"['F', 'C']",BKN,74
Reggie Perry,"['F', 'C']",BKN,72
Landry Shamet,['G'],BKN,71
LaMarcus Aldridge,"['C', 'F']",BKN,81
Gordon Hayward,['F'],CHA,85
Terry Rozier,['G'],CHA,82
Brad Wanamaker,['G'],CHA,72
Malik Monk,['G'],CHA,79
Cody Zeller,"['F', 'C']",CHA,79
Bismack Biyombo,['C'],CHA,75
Miles Bridges,['F'],CHA,75
Vernon Carey Jr.,"['F', 'C']",CHA,70
Nate Darling,['G'],CHA,67
Devonte' Graham,['G'],CHA,78
Caleb Martin,['F'],CHA,74
Cody Martin,['F'],CHA,74
Jalen McDaniels,"['F', 'C']",CHA,70
Nick Richards,['C'],CHA,69
Grant Riller,['G'],CHA,69
P.J. Washington,['F'],CHA,80
Matthew Dellavedova,['G'],CLE,70
Kevin Love,"['F', 'C']",CLE,82
Larry Nance Jr.,"['F', 'C']",CLE,78
Cedi Osman,['F'],CLE,74
Jarrett Allen,['C'],CLE,84
Damyean Dotson,['G'],CLE,71
Quinn Cook,['G'],CLE,73
Taurean Prince,['F'],CLE,73
Isaiah Hartenstein,"['C', 'F']",CLE,74
Darius Garland,['G'],CLE,77
Isaac Okoro,"['F', 'G']",CLE,73
Collin Sexton,['G'],CLE,83
Lamar Stevens,['F'],CLE,69
Brodric Thomas,['G'],CLE,66
Dean Wade,"['F', 'C']",CLE,70
Dylan Windler,"['G', 'F']",CLE,75
Will Barton,['G'],DEN,75
Nikola Jokic,['C'],DEN,95
Paul Millsap,['F'],DEN,79
Monte Morris,['G'],DEN,79
Jamal Murray,['G'],DEN,86
JaVale McGee,"['C', 'F']",DEN,78
Aaron Gordon,['F'],DEN,80
JaMychal Green,"['F', 'C']",DEN,77
Vlatko Cancar,['F'],DEN,70
Greg Whittington,['F'],DEN,67
Bol Bol,"['C', 'F']",DEN,71
Facundo Campazzo,['G'],DEN,74
Markus Howard,['G'],DEN,67
Zeke Nnaji,"['F', 'C']",DEN,72
Michael Porter Jr.,['F'],DEN,82
Gary Clark,['F'],DEN,71
PJ Dozier,"['G', 'F']",DEN,75
Jerami Grant,['F'],DET,83
Jahlil Okafor,"['C', 'F']",DET,76
Mason Plumlee,"['F', 'C']",DET,80
Rodney McGruder,"['G', 'G']",DET,71
Cory Joseph,['G'],DET,71
Tyler Cook,['F'],DET,68
Frank Jackson,['G'],DET,71
Dennis Smith Jr.,['G'],DET,76
Josh Jackson,"['G', 'F']",DET,76
Wayne Ellington,['G'],DET,76
Hamidou Diallo,['G'],DET,77
Saddiq Bey,['F'],DET,78
Sekou Doumbouya,['F'],DET,72
Killian Hayes,['G'],DET,73
Saben Lee,['G'],DET,75
Deividas Sirvydis,"['F', 'G']",DET,69
Isaiah Stewart,"['F', 'C']",DET,76
Stephen Curry,['G'],GSW,96
Draymond Green,['F'],GSW,80
Damion Lee,"['G', 'F']",GSW,75
Kevon Looney,['F'],GSW,76
Kelly Oubre Jr.,"['F', 'G']",GSW,79
Andrew Wiggins,"['F', 'G']",GSW,79
Kent Bazemore,"['G', 'F']",GSW,76
Nico Mannion,['G'],GSW,69
Mychal Mulder,['G'],GSW,72
Eric Paschall,['F'],GSW,79
Jordan Poole,['G'],GSW,72
Alen Smailagic,['F'],GSW,71
Juan Toscano-Anderson,['F'],GSW,75
James Wiseman,['C'],GSW,79
Paul George,['F'],LAC,90
Ivica Zubac,['C'],LAC,79
Patrick Beverley,['G'],LAC,78
Rajon Rondo,['G'],LAC,75
Kawhi Leonard,['F'],LAC,96
Serge Ibaka,"['F', 'C']",LAC,81
Reggie Jackson,['G'],LAC,77
Patrick Patterson,['F'],LAC,72
Luke Kennard,['G'],LAC,74
Marcus Morris Sr.,['F'],LAC,78
Nicolas Batum,"['G', 'F']",LAC,77
Amir Coffey,"['G', 'F']",LAC,69
Terance Mann,"['G', 'F']",LAC,72
Daniel Oturu,['C'],LAC,71
Jay Scrubb,['G'],LAC,67
