PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,21.0,23.8,11.7,11.4,1.6,0.4,5.1,97.84,0.63
Paul George,F,LAC,88,6.0,27.5,7.9,6.2,1.3,0.5,3.7,59.98,0.55
Jonas Valanciunas,C,MEM,83,4.0,20.0,14.8,2.0,0.7,1.2,1.9,52.56,0.54
Kawhi Leonard,F,LAC,96,4.0,29.3,7.3,6.5,1.8,0.5,2.5,60.21,0.54
Bradley Beal,G,WAS,90,4.0,32.4,5.2,4.5,1.2,0.5,3.5,54.99,0.52
Trae Young,G,ATL,87,4.0,26.1,4.1,9.4,1.0,0.2,4.3,52.42,0.51
Donovan Mitchell,G,UTA,88,1.0,28.6,4.6,5.2,1.2,0.4,3.0,45.72,0.5
Clint Capela,C,ATL,86,5.0,16.8,14.5,0.9,0.8,2.3,1.5,53.35,0.5
Ja Morant,G,MEM,85,3.0,23.2,4.8,8.7,1.2,0.2,3.9,48.31,0.5
Julius Randle,C-F,NYK,89,5.0,23.8,9.3,5.6,0.9,0.2,3.2,53.46,0.49
Rudy Gobert,C,UTA,88,2.0,15.3,14.4,1.3,0.6,2.8,1.7,47.03,0.49
Ben Simmons,F-G,PHI,86,2.0,15.8,7.8,7.8,1.8,0.7,3.2,45.16,0.48
Kristaps Porzingis,C-F,DAL,86,2.0,21.6,9.3,1.8,0.5,1.4,1.4,43.76,0.46
Tobias Harris,F,PHI,87,2.0,21.1,7.6,3.5,1.0,0.9,2.0,43.17,0.45
Mike Conley,G,UTA,84,2.0,18.5,4.1,6.8,1.8,0.2,2.3,41.32,0.44
Derrick Rose,G,NYK,82,2.0,19.7,3.7,5.6,1.3,0.4,2.2,39.44,0.43
Bogdan Bogdanovic,G,ATL,81,5.0,19.0,4.3,3.6,1.3,0.3,1.4,42.96,0.41
Dillon Brooks,F-G,MEM,76,2.0,18.8,3.4,2.7,1.3,0.4,2.0,34.03,0.4
Kyle Anderson,F-G,MEM,81,1.0,14.2,6.5,3.5,1.4,0.9,1.6,34.55,0.4
John Collins,C-F,ATL,85,1.0,18.1,7.7,1.2,0.5,1.1,1.5,34.44,0.38
Jaren Jackson Jr.,C-F,MEM,83,0.0,15.2,6.0,1.1,1.1,1.7,1.5,30.95,0.37
Tim Hardaway Jr.,F-G,DAL,80,0.0,19.9,4.2,2.3,0.6,0.1,1.1,29.39,0.37
RJ Barrett,F-G,NYK,83,1.0,17.6,5.8,2.9,0.8,0.3,1.9,32.31,0.37
