PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jayson Tatum,F-G,BOS,90,50.0,6.0,7.0,2.0,1.0,1.0,75.7,0.84
Luka Doncic,F-G,DAL,94,44.0,9.0,9.0,1.0,0.0,5.0,66.3,0.71
James Harden,G,BKN,95,41.0,7.0,10.0,1.0,0.0,2.0,65.4,0.69
Kevin Durant,F,BKN,96,39.0,9.0,1.0,4.0,1.0,3.0,63.3,0.66
Kawhi Leonard,F,LAC,96,36.0,8.0,3.0,1.0,2.0,3.0,56.1,0.58
Derrick Rose,G,NYK,82,30.0,6.0,5.0,1.0,0.0,2.0,45.7,0.56
Paul George,F,LAC,88,29.0,7.0,4.0,1.0,0.0,1.0,45.4,0.52
Trae Young,G,ATL,87,21.0,1.0,14.0,0.0,0.0,2.0,41.2,0.47
Marcus Smart,G,BOS,79,23.0,3.0,6.0,1.0,0.0,4.0,34.6,0.44
Tristan Thompson,C-F,BOS,78,19.0,13.0,1.0,0.0,0.0,2.0,34.1,0.44
Clint Capela,C,ATL,86,13.0,12.0,2.0,0.0,2.0,1.0,35.4,0.41
Nerlens Noel,C-F,NYK,80,12.0,8.0,1.0,3.0,0.0,2.0,30.1,0.38
Bogdan Bogdanovic,G,ATL,81,15.0,8.0,3.0,1.0,0.0,1.0,31.1,0.38
Evan Fournier,F-G,BOS,80,17.0,5.0,2.0,1.0,0.0,1.0,28.0,0.35
Rajon Rondo,G,LAC,76,6.0,4.0,8.0,1.0,0.0,2.0,23.8,0.31
Julius Randle,C-F,NYK,89,14.0,11.0,2.0,0.0,0.0,3.0,27.2,0.31
Kyrie Irving,G,BKN,91,16.0,6.0,2.0,1.0,0.0,1.0,28.2,0.31
Reggie Jackson,G,LAC,79,16.0,3.0,4.0,0.0,0.0,2.0,23.6,0.3
John Collins,C-F,ATL,85,14.0,6.0,2.0,0.0,0.0,0.0,24.2,0.28
Terance Mann,F-G,LAC,76,4.0,6.0,2.0,0.0,2.0,0.0,20.2,0.27
Reggie Bullock,F-G,NYK,75,11.0,5.0,1.0,1.0,0.0,1.0,20.5,0.27
De'Andre Hunter,F-G,ATL,81,11.0,5.0,2.0,0.0,1.0,1.0,22.0,0.27
Maxi Kleber,F,DAL,73,14.0,1.0,1.0,1.0,0.0,1.0,18.7,0.26
RJ Barrett,F-G,NYK,83,7.0,4.0,3.0,1.0,1.0,1.0,21.3,0.26
Danilo Gallinari,F,ATL,81,12.0,4.0,1.0,1.0,0.0,1.0,20.3,0.25
Willie Cauley-Stein,C,DAL,76,5.0,4.0,1.0,1.0,2.0,1.0,19.3,0.25
Marcus Morris Sr.,F,LAC,79,15.0,1.0,1.0,1.0,0.0,1.0,19.7,0.25
Kristaps Porzingis,C-F,DAL,86,9.0,3.0,4.0,1.0,0.0,1.0,20.6,0.24
Nicolas Batum,F-G,LAC,76,8.0,6.0,2.0,0.0,0.0,0.0,18.2,0.24
Kevin Huerter,F-G,ATL,76,10.0,3.0,2.0,0.0,1.0,1.0,18.6,0.24
Tim Hardaway Jr.,F-G,DAL,80,12.0,6.0,0.0,0.0,0.0,0.0,19.2,0.24
Jalen Brunson,G,DAL,80,14.0,2.0,1.0,0.0,0.0,0.0,17.9,0.22
Kemba Walker,G,BOS,83,6.0,8.0,3.0,1.0,0.0,5.0,18.1,0.22
Dorian Finney-Smith,F,DAL,75,6.0,7.0,1.0,0.0,0.0,0.0,15.9,0.21
Romeo Langford,F-G,BOS,70,6.0,6.0,1.0,0.0,0.0,0.0,14.7,0.21
Blake Griffin,F,BKN,77,4.0,5.0,1.0,1.0,0.0,0.0,14.5,0.19
Taj Gibson,F,NYK,77,4.0,6.0,0.0,0.0,1.0,0.0,14.2,0.18
Joe Harris,F-G,BKN,79,8.0,2.0,0.0,0.0,1.0,1.0,12.4,0.16
Alec Burks,G,NYK,78,8.0,2.0,2.0,0.0,0.0,2.0,11.4,0.15
Grant Williams,F,BOS,70,4.0,3.0,0.0,0.0,1.0,0.0,10.6,0.15
Nicolas Claxton,C-F,BKN,76,4.0,5.0,0.0,0.0,1.0,2.0,11.0,0.14
Bruce Brown,F-G,BKN,78,2.0,3.0,2.0,0.0,0.0,0.0,8.6,0.11
