PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Reggie Jackson,G,LAC,79,0,0,0,0,0,0,0.0,0.0
Nicolas Batum,F-G,LAC,76,0,0,0,0,0,0,0.0,0.0
Bojan Bogdanovic,F,UTA,77,0,0,0,0,0,0,0.0,0.0
Joe Ingles,F-G,UTA,82,0,0,0,0,0,0,0.0,0.0
Ersan Ilyasova,F,UTA,76,0,0,0,0,0,0,0.0,0.0
Elijah Hughes,G,UTA,70,0,0,0,0,0,0,0.0,0.0
Rudy Gobert,C,UTA,88,0,0,0,0,0,0,0.0,0.0
Trent Forrest,G,UTA,67,0,0,0,0,0,0,0.0,0.0
Derrick Favors,F,UTA,79,0,0,0,0,0,0,0.0,0.0
Jordan Clarkson,G,UTA,79,0,0,0,0,0,0,0.0,0.0
Matt Thomas,G,UTA,72,0,0,0,0,0,0,0.0,0.0
Miye Oni,F-G,UTA,70,0,0,0,0,0,0,0.0,0.0
Royce O'Neale,F,UTA,73,0,0,0,0,0,0,0.0,0.0
Georges Niang,F,UTA,73,0,0,0,0,0,0,0.0,0.0
Juwan Morgan,F,UTA,70,0,0,0,0,0,0,0.0,0.0
Donovan Mitchell,G,UTA,88,0,0,0,0,0,0,0.0,0.0
Ivica Zubac,C,LAC,79,0,0,0,0,0,0,0.0,0.0
Rajon Rondo,G,LAC,76,0,0,0,0,0,0,0.0,0.0
Patrick Patterson,F,LAC,71,0,0,0,0,0,0,0.0,0.0
Daniel Oturu,C,LAC,71,0,0,0,0,0,0,0.0,0.0
Marcus Morris Sr.,F,LAC,79,0,0,0,0,0,0,0.0,0.0
Terance Mann,F-G,LAC,76,0,0,0,0,0,0,0.0,0.0
Kawhi Leonard,F,LAC,96,0,0,0,0,0,0,0.0,0.0
Luke Kennard,G,LAC,76,0,0,0,0,0,0,0.0,0.0
Paul George,F,LAC,88,0,0,0,0,0,0,0.0,0.0
Yogi Ferrell,G,LAC,71,0,0,0,0,0,0,0.0,0.0
DeMarcus Cousins,C,LAC,78,0,0,0,0,0,0,0.0,0.0
Amir Coffey,F-G,LAC,71,0,0,0,0,0,0,0.0,0.0
Patrick Beverley,G,LAC,78,0,0,0,0,0,0,0.0,0.0
Jarrell Brantley,F,UTA,67,0,0,0,0,0,0,0.0,0.0
